#id;characters;meanings;firstReading;readings;partsOfSpeech;level;url
8814;投手;Pitcher;とうしゅ;とうしゅ;noun, suffix;8;https://www.wanikani.com/vocabulary/%E6%8A%95%E6%89%8B
3035;場所;Place, Location, Spot;ばしょ;ばしょ;noun;8;https://www.wanikani.com/vocabulary/%E5%A0%B4%E6%89%80
3038;所;Place, Spot, Scene;ところ;ところ;noun, suffix;8;https://www.wanikani.com/vocabulary/%E6%89%80
3070;点数;Points, Score;てんすう;てんすう;noun;8;https://www.wanikani.com/vocabulary/%E7%82%B9%E6%95%B0
3050;交番;Police Box, Koban;こうばん;こうばん;proper noun;8;https://www.wanikani.com/vocabulary/%E4%BA%A4%E7%95%AA
2761;池;Pond;いけ;いけ;noun;8;https://www.wanikani.com/vocabulary/%E6%B1%A0
3918;私立大学;Private College, Private University;しりつだいがく;しりつだいがく;noun;8;https://www.wanikani.com/vocabulary/%E7%A7%81%E7%AB%8B%E5%A4%A7%E5%AD%A6
8664;番組;Program, Programme;ばんぐみ;ばんぐみ;noun;8;https://www.wanikani.com/vocabulary/%E7%95%AA%E7%B5%84
3014;役人;Public Official, Government Official, Public Servant;やくにん;やくにん;noun;8;https://www.wanikani.com/vocabulary/%E5%BD%B9%E4%BA%BA
3040;出所;Source, Origin, Release From Prison;しゅっしょ;しゅっしょ, でどころ;noun, する verb;8;https://www.wanikani.com/vocabulary/%E5%87%BA%E6%89%80
3023;研究;Investigation, Study, Research;けんきゅう;けんきゅう;noun, する verb;8;https://www.wanikani.com/vocabulary/%E7%A0%94%E7%A9%B6
2995;住人;Resident, Inhabitant, Dweller;じゅうにん;じゅうにん;noun;8;https://www.wanikani.com/vocabulary/%E4%BD%8F%E4%BA%BA
3055;道;Road, Street, Path, Way;みち;みち;noun;8;https://www.wanikani.com/vocabulary/%E9%81%93
3013;役;Role, Part, Duty, Service;やく;やく;noun, suffix;8;https://www.wanikani.com/vocabulary/%E5%BD%B9
3032;学者;Scholar;がくしゃ;がくしゃ;noun, の adjective;8;https://www.wanikani.com/vocabulary/%E5%AD%A6%E8%80%85
8739;数年;Several Years;すうねん;すうねん;noun;8;https://www.wanikani.com/vocabulary/%E6%95%B0%E5%B9%B4
3056;歩道;Sidewalk, Footpath, Pavement;ほどう;ほどう;noun;8;https://www.wanikani.com/vocabulary/%E6%AD%A9%E9%81%93
3062;間もなく;Soon, Before Long, In A Short Time, Shortly, Momentarily;まもなく;まもなく;adverb;8;https://www.wanikani.com/vocabulary/%E9%96%93%E3%82%82%E3%81%AA%E3%81%8F
3430;南米;South America;なんべい;なんべい;noun;8;https://www.wanikani.com/vocabulary/%E5%8D%97%E7%B1%B3
3432;南口;South Exit, South Entrance, Southern Exit, Southern Entrance, South Gate;みなみぐち;みなみぐち;noun;8;https://www.wanikani.com/vocabulary/%E5%8D%97%E5%8F%A3
3063;空間;Space;くうかん;くうかん;noun;8;https://www.wanikani.com/vocabulary/%E7%A9%BA%E9%96%93
8699;科目;Subject, Course, Curriculum;かもく;かもく;noun;8;https://www.wanikani.com/vocabulary/%E7%A7%91%E7%9B%AE
3021;自決;Suicide, Self Determination;じけつ;じけつ;noun, する verb;8;https://www.wanikani.com/vocabulary/%E8%87%AA%E6%B1%BA
3075;電話;Telephone, Phone;でんわ;でんわ;noun, する verb, の adjective;8;https://www.wanikani.com/vocabulary/%E9%9B%BB%E8%A9%B1
3027;身体;The Body, Health, Body;しんたい;しんたい, からだ;noun, の adjective;8;https://www.wanikani.com/vocabulary/%E8%BA%AB%E4%BD%93
3069;人数;The Number Of People, Number Of People, The Amount Of People, Amount Of People;にんずう;にんずう;noun;8;https://www.wanikani.com/vocabulary/%E4%BA%BA%E6%95%B0
3457;この前;The Other Day, Recently, In Front of This;このまえ;このまえ;noun, の adjective;8;https://www.wanikani.com/vocabulary/%E3%81%93%E3%81%AE%E5%89%8D
3059;時間;Time;じかん;じかん;noun;8;https://www.wanikani.com/vocabulary/%E6%99%82%E9%96%93
3052;答える;To Answer, To Reply, To Respond;こたえる;こたえる;intransitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E7%AD%94%E3%81%88%E3%82%8B
3461;出来上がる;To Be Finished, To Be Completed;できあがる;できあがる;intransitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E5%87%BA%E6%9D%A5%E4%B8%8A%E3%81%8C%E3%82%8B
8938;点く;To Be Lit, To Be Ignited, To Be On, To Come On;つく;つく;intransitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E7%82%B9%E3%81%8F
3463;交じる;To Be Mixed, To Be Blended With, To Join;まじる;まじる;intransitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E4%BA%A4%E3%81%98%E3%82%8B
3015;役に立つ;To Be Useful, To Be Of Use, To Be Helpful, To Be Of Service;やくにたつ;やくにたつ;godan verb;8;https://www.wanikani.com/vocabulary/%E5%BD%B9%E3%81%AB%E7%AB%8B%E3%81%A4
3462;曲げる;To Bend, To Bend Something;まげる;まげる;transitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E6%9B%B2%E3%81%92%E3%82%8B
3054;買う;To Buy;かう;かう;transitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E8%B2%B7%E3%81%86
3007;対する;To Compare With, To Face Each Other, To Oppose, To Compare, To Contrast, To Contrast With;たいする;たいする;する verb;8;https://www.wanikani.com/vocabulary/%E5%AF%BE%E3%81%99%E3%82%8B
3065;数える;To Count;かぞえる;かぞえる;transitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E6%95%B0%E3%81%88%E3%82%8B
3018;決める;To Decide;きめる;きめる;transitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E6%B1%BA%E3%82%81%E3%82%8B
3434;近づく;To Get Close, To Approach, To Draw Near, To Near, To Bring Near;ちかづく;ちかづく;intransitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E8%BF%91%E3%81%A5%E3%81%8F
3465;当てる;To Guess, To Hit, To Put;あてる;あてる;transitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E5%BD%93%E3%81%A6%E3%82%8B
2997;助ける;To Help, To Save, To Rescue;たすける;たすける;transitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E5%8A%A9%E3%81%91%E3%82%8B
2994;住む;To Live, To Dwell, To Reside;すむ;すむ;intransitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E4%BD%8F%E3%82%80
3453;見直す;To Reevaluate, To Look Again, To Reassess;みなおす;みなおす;godan verb;8;https://www.wanikani.com/vocabulary/%E8%A6%8B%E7%9B%B4%E3%81%99
3435;思い出す;To Remember, To Recall;おもいだす;おもいだす;transitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E6%80%9D%E3%81%84%E5%87%BA%E3%81%99
3464;走り回る;To Run Around;はしりまわる;はしりまわる;intransitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E8%B5%B0%E3%82%8A%E5%9B%9E%E3%82%8B
3074;話す;To Speak, To Talk;はなす;はなす;transitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E8%A9%B1%E3%81%99
2992;支える;To Support;ささえる;ささえる;transitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E6%94%AF%E3%81%88%E3%82%8B
3025;投げる;To Throw, To Throw Something;なげる;なげる;transitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E6%8A%95%E3%81%92%E3%82%8B
3467;化ける;To Transform;ばける;ばける;intransitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E5%8C%96%E3%81%91%E3%82%8B
3468;回す;To Turn, To Rotate, To Turn Something, To Rotate Something, To Spin;まわす;まわす;transitive verb, godan verb;8;https://www.wanikani.com/vocabulary/%E5%9B%9E%E3%81%99
7530;向ける;To Turn Towards, To Point, To Turn (Something) Towards;むける;むける;transitive verb, ichidan verb;8;https://www.wanikani.com/vocabulary/%E5%90%91%E3%81%91%E3%82%8B
5934;明日;Tomorrow;あした;あした, あす, みょうにち;noun;8;https://www.wanikani.com/vocabulary/%E6%98%8E%E6%97%A5
3077;電車;Train;でんしゃ;でんしゃ;noun;8;https://www.wanikani.com/vocabulary/%E9%9B%BB%E8%BB%8A
7624;水道;Water Supply, Water Service, Waterworks, Aqueduct, Conduit, Water Line;すいどう;すいどう;noun;8;https://www.wanikani.com/vocabulary/%E6%B0%B4%E9%81%93
3028;全身;Whole Body, Entire Body;ぜんしん;ぜんしん;noun, の adjective;8;https://www.wanikani.com/vocabulary/%E5%85%A8%E8%BA%AB
3029;森;Woods, Forest;もり;もり;noun;8;https://www.wanikani.com/vocabulary/%E6%A3%AE
3005;君;You, Buddy;きみ;きみ;pronoun;8;https://www.wanikani.com/vocabulary/%E5%90%9B
7531;お前;You;おまえ;おまえ;pronoun, の adjective;8;https://www.wanikani.com/vocabulary/%E3%81%8A%E5%89%8D
7460;全部;All, Entire, Whole;ぜんぶ;ぜんぶ;adverb, noun;9;https://www.wanikani.com/vocabulary/%E5%85%A8%E9%83%A8
7464;天使;Angel;てんし;てんし;noun;9;https://www.wanikani.com/vocabulary/%E5%A4%A9%E4%BD%BF
3126;角度;Angle;かくど;かくど;noun, の adjective;9;https://www.wanikani.com/vocabulary/%E8%A7%92%E5%BA%A6
4376;発表;Announcement, Presentation;はっぴょう;はっぴょう;noun, する verb;9;https://www.wanikani.com/vocabulary/%E7%99%BA%E8%A1%A8
7684;記事;Article, News Story, Report, Account, News Article;きじ;きじ;noun;9;https://www.wanikani.com/vocabulary/%E8%A8%98%E4%BA%8B
3158;仮定;Assumption, Hypothesis;かてい;かてい;noun, する verb;9;https://www.wanikani.com/vocabulary/%E4%BB%AE%E5%AE%9A
3470;通り;Avenue, Street, Road, Way;とおり;とおり;noun;9;https://www.wanikani.com/vocabulary/%E9%80%9A%E3%82%8A
3471;気を付けて;Be Careful, Take Care;きをつけて;きをつけて;expression;9;https://www.wanikani.com/vocabulary/%E6%B0%97%E3%82%92%E4%BB%98%E3%81%91%E3%81%A6
3140;美しい;Beautiful;うつくしい;うつくしい;い adjective;9;https://www.wanikani.com/vocabulary/%E7%BE%8E%E3%81%97%E3%81%84
3141;美人;Beautiful Woman;びじん;びじん;noun;9;https://www.wanikani.com/vocabulary/%E7%BE%8E%E4%BA%BA
3514;白黒;Black And White, White And Black;しろくろ;しろくろ;noun, の adjective;9;https://www.wanikani.com/vocabulary/%E7%99%BD%E9%BB%92
3152;体重;Body Weight;たいじゅう;たいじゅう;noun;9;https://www.wanikani.com/vocabulary/%E4%BD%93%E9%87%8D
7149;本屋;Bookstore, Bookshop;ほんや;ほんや;noun;9;https://www.wanikani.com/vocabulary/%E6%9C%AC%E5%B1%8B
3119;肉屋;Butcher Shop, Meat Shop, Meat Store;にくや;にくや;noun;9;https://www.wanikani.com/vocabulary/%E8%82%89%E5%B1%8B
3105;服;Clothes, Clothing;ふく;ふく;noun;9;https://www.wanikani.com/vocabulary/%E6%9C%8D
8665;部室;Clubroom;ぶしつ;ぶしつ;noun;9;https://www.wanikani.com/vocabulary/%E9%83%A8%E5%AE%A4
3084;工事;Construction;こうじ;こうじ;noun, する verb;9;https://www.wanikani.com/vocabulary/%E5%B7%A5%E4%BA%8B
3137;相談;Consultation, Discussion, Advice;そうだん;そうだん;noun, する verb;9;https://www.wanikani.com/vocabulary/%E7%9B%B8%E8%AB%87
7487;対談;Conversation, Dialogue, Talk;たいだん;たいだん;noun, する verb;9;https://www.wanikani.com/vocabulary/%E5%AF%BE%E8%AB%87
3101;決定;Decision, Determination;けってい;けってい;noun, する verb;9;https://www.wanikani.com/vocabulary/%E6%B1%BA%E5%AE%9A
3127;〜度;Degrees, Times;ど;ど;noun, suffix;9;https://www.wanikani.com/vocabulary/%E3%80%9C%E5%BA%A6
7532;〜部;Department, Club, Category;ぶ;ぶ;suffix;9;https://www.wanikani.com/vocabulary/%E3%80%9C%E9%83%A8
4380;出発;Departure;しゅっぱつ;しゅっぱつ;noun, する verb;9;https://www.wanikani.com/vocabulary/%E5%87%BA%E7%99%BA
7571;不自由;Discomfort, Inconvenience, Disability, Impairment, Poverty, Destitution;ふじゆう;ふじゆう;noun, な adjective;9;https://www.wanikani.com/vocabulary/%E4%B8%8D%E8%87%AA%E7%94%B1
3136;発見;Discovery;はっけん;はっけん;noun, する verb;9;https://www.wanikani.com/vocabulary/%E7%99%BA%E8%A6%8B
3153;二重;Double, Dual;にじゅう;にじゅう;noun, の adjective;9;https://www.wanikani.com/vocabulary/%E4%BA%8C%E9%87%8D
3125;毎度;Each Time, Every Time, Frequently;まいど;まいど;noun;9;https://www.wanikani.com/vocabulary/%E6%AF%8E%E5%BA%A6
3147;楽勝;Easy Victory, Easy Win;らくしょう;らくしょう;noun, する verb, の adjective;9;https://www.wanikani.com/vocabulary/%E6%A5%BD%E5%8B%9D
3469;小学校;Elementary School, Primary School, Grade School;しょうがっこう;しょうがっこう;noun;9;https://www.wanikani.com/vocabulary/%E5%B0%8F%E5%AD%A6%E6%A0%A1
3083;用事;Errand, Business;ようじ;ようじ;noun;9;https://www.wanikani.com/vocabulary/%E7%94%A8%E4%BA%8B
3151;重要;Essential, Important, Necessary;じゅうよう;じゅうよう;noun, な adjective;9;https://www.wanikani.com/vocabulary/%E9%87%8D%E8%A6%81
3124;丁度;Exactly, Just;ちょうど;ちょうど;adverb, noun, な adjective;9;https://www.wanikani.com/vocabulary/%E4%B8%81%E5%BA%A6
4165;試験;Examination, Test, Experiment, Exam;しけん;しけん;noun, する verb;9;https://www.wanikani.com/vocabulary/%E8%A9%A6%E9%A8%93
4162;体験;Experience;たいけん;たいけん;noun, する verb;9;https://www.wanikani.com/vocabulary/%E4%BD%93%E9%A8%93
4164;実験;Experiment;じっけん;じっけん;noun, する verb;9;https://www.wanikani.com/vocabulary/%E5%AE%9F%E9%A8%93
7740;火事;Fire;かじ;かじ;noun;9;https://www.wanikani.com/vocabulary/%E7%81%AB%E4%BA%8B
3121;魚屋;Fish Shop, Fish Market, Fish Dealer, Fish Store, Fishmonger;さかなや;さかなや;noun;9;https://www.wanikani.com/vocabulary/%E9%AD%9A%E5%B1%8B
3134;発売;For Sale, Selling, Item For Sale, Sale;はつばい;はつばい;noun, する verb;9;https://www.wanikani.com/vocabulary/%E7%99%BA%E5%A3%B2
7573;表;Front, Surface, Exterior, Face, Outside, Appearance;おもて;おもて;independent noun;9;https://www.wanikani.com/vocabulary/%E8%A1%A8
3090;家具;Furniture;かぐ;かぐ;noun;9;https://www.wanikani.com/vocabulary/%E5%AE%B6%E5%85%B7
3115;お客さん;Guest, Visitor, Customer;おきゃくさん;おきゃくさん;noun;9;https://www.wanikani.com/vocabulary/%E3%81%8A%E5%AE%A2%E3%81%95%E3%82%93
3116;客室;Guest Room;きゃくしつ;きゃくしつ;noun;9;https://www.wanikani.com/vocabulary/%E5%AE%A2%E5%AE%A4
2823;ハート形;Heart Shaped;はーとがた;はーとがた, ハートがた;noun;9;https://www.wanikani.com/vocabulary/%E3%83%8F%E3%83%BC%E3%83%88%E5%BD%A2
3150;重い;Heavy;おもい;おもい;い adjective;9;https://www.wanikani.com/vocabulary/%E9%87%8D%E3%81%84
3483;高さ;Height;たかさ;たかさ;noun;9;https://www.wanikani.com/vocabulary/%E9%AB%98%E3%81%95
3473;高校生;High School Student, High Schooler;こうこうせい;こうこうせい;noun;9;https://www.wanikani.com/vocabulary/%E9%AB%98%E6%A0%A1%E7%94%9F
8702;家事;Housework, Chores;かじ;かじ;noun;9;https://www.wanikani.com/vocabulary/%E5%AE%B6%E4%BA%8B
7682;何度;How Many Times, How Often, What Temperature;なんど;なんど;noun;9;https://www.wanikani.com/vocabulary/%E4%BD%95%E5%BA%A6
3085;大事;Important, Valuable, Serious Matter;だいじ;だいじ;noun, な adjective;9;https://www.wanikani.com/vocabulary/%E5%A4%A7%E4%BA%8B
3092;和風;Japanese Style;わふう;わふう;noun;9;https://www.wanikani.com/vocabulary/%E5%92%8C%E9%A2%A8
3096;和服;Japanese Style Clothes, Japanese Clothing, Japanese Style Clothing, Japanese Clothes;わふく;わふく;noun;9;https://www.wanikani.com/vocabulary/%E5%92%8C%E6%9C%8D
3094;和食;Japanese Style Food, Japanese Food;わしょく;わしょく;noun;9;https://www.wanikani.com/vocabulary/%E5%92%8C%E9%A3%9F
3095;和室;Japanese Style Room;わしつ;わしつ;noun;9;https://www.wanikani.com/vocabulary/%E5%92%8C%E5%AE%A4
3157;仮名;Kana;かな;かな;noun;9;https://www.wanikani.com/vocabulary/%E4%BB%AE%E5%90%8D
3806;生保;Life Insurance;せいほ;せいほ;noun;9;https://www.wanikani.com/vocabulary/%E7%94%9F%E4%BF%9D
8701;生物;Living Thing, Creature, Organism;せいぶつ;せいぶつ;noun;9;https://www.wanikani.com/vocabulary/%E7%94%9F%E7%89%A9
3109;名物;Local Specialty, Famous Product, Specialty, Famous Goods;めいぶつ;めいぶつ;noun;9;https://www.wanikani.com/vocabulary/%E5%90%8D%E7%89%A9
3155;要点;Main Point, Gist, Main Idea, Essence;ようてん;ようてん;noun;9;https://www.wanikani.com/vocabulary/%E8%A6%81%E7%82%B9
3143;勝負;Match, Showdown, Contest;しょうぶ;しょうぶ;noun, する verb;9;https://www.wanikani.com/vocabulary/%E5%8B%9D%E8%B2%A0
3087;食事;Meal;しょくじ;しょくじ;noun;9;https://www.wanikani.com/vocabulary/%E9%A3%9F%E4%BA%8B
3474;中学校;Middle School, Junior High School;ちゅうがっこう;ちゅうがっこう;noun;9;https://www.wanikani.com/vocabulary/%E4%B8%AD%E5%AD%A6%E6%A0%A1
3122;名古屋;Nagoya;なごや;なごや;proper noun;9;https://www.wanikani.com/vocabulary/%E5%90%8D%E5%8F%A4%E5%B1%8B
3154;必要;Necessary, Needed, Essential;ひつよう;ひつよう;noun, な adjective;9;https://www.wanikani.com/vocabulary/%E5%BF%85%E8%A6%81
7625;付近;Neighborhood, Vicinity, Environs, Nearby, Locality;ふきん;ふきん;noun;9;https://www.wanikani.com/vocabulary/%E4%BB%98%E8%BF%91
3472;新しい;New;あたらしい;あたらしい;い adjective;9;https://www.wanikani.com/vocabulary/%E6%96%B0%E3%81%97%E3%81%84
7475;新年;New Year;しんねん;しんねん;noun;9;https://www.wanikani.com/vocabulary/%E6%96%B0%E5%B9%B4
3111;苦しい;Painful, Agonizing;くるしい;くるしい;い adjective;9;https://www.wanikani.com/vocabulary/%E8%8B%A6%E3%81%97%E3%81%84
3138;相手;Partner, Companion;あいて;あいて;noun;9;https://www.wanikani.com/vocabulary/%E7%9B%B8%E6%89%8B
3093;平和;Peace, Harmony;へいわ;へいわ;noun, な adjective;9;https://www.wanikani.com/vocabulary/%E5%B9%B3%E5%92%8C
3100;予定;Plan, Schedule, Estimate;よてい;よてい;noun, する verb;9;https://www.wanikani.com/vocabulary/%E4%BA%88%E5%AE%9A
7533;部分;Portion, Section, Part;ぶぶん;ぶぶん;noun;9;https://www.wanikani.com/vocabulary/%E9%83%A8%E5%88%86
3139;〜県;Prefecture;けん;けん;noun, suffix;9;https://www.wanikani.com/vocabulary/%E3%80%9C%E7%9C%8C
3135;発音;Pronunciation;はつおん;はつおん;noun, する verb, の adjective;9;https://www.wanikani.com/vocabulary/%E7%99%BA%E9%9F%B3
8741;部首;Radical;ぶしゅ;ぶしゅ;noun;9;https://www.wanikani.com/vocabulary/%E9%83%A8%E9%A6%96
3086;返事;Reply, Response;へんじ;へんじ;noun, する verb;9;https://www.wanikani.com/vocabulary/%E8%BF%94%E4%BA%8B
2996;住民;Residents, Citizens;じゅうみん;じゅうみん;noun;9;https://www.wanikani.com/vocabulary/%E4%BD%8F%E6%B0%91
3803;保持;Retention, Maintenance, Preservation;ほじ;ほじ;noun, する verb;9;https://www.wanikani.com/vocabulary/%E4%BF%9D%E6%8C%81
3118;部屋;Room;へや;へや;noun;9;https://www.wanikani.com/vocabulary/%E9%83%A8%E5%B1%8B
4150;試食;Sample, Taste, Food Sample;ししょく;ししょく;noun, する verb;9;https://www.wanikani.com/vocabulary/%E8%A9%A6%E9%A3%9F
3117;〜屋;Store, Shop;や;や;suffix;9;https://www.wanikani.com/vocabulary/%E3%80%9C%E5%B1%8B
3146;必勝;Sure Victory, Certain Victory, Sure Win, Certain Win;ひっしょう;ひっしょう;noun;9;https://www.wanikani.com/vocabulary/%E5%BF%85%E5%8B%9D
7683;泳ぎ;Swimming, Swim;およぎ;およぎ;noun;9;https://www.wanikani.com/vocabulary/%E6%B3%B3%E3%81%8E
4163;受験;Taking An Exam, Taking An Examination, Taking A Test;じゅけん;じゅけん;noun, する verb;9;https://www.wanikani.com/vocabulary/%E5%8F%97%E9%A8%93
3120;茶屋;Tea Shop, Tea Store, Tea House;ちゃや;ちゃや;noun;9;https://www.wanikani.com/vocabulary/%E8%8C%B6%E5%B1%8B
7572;教え;Teaching, Instruction, Teachings, Lesson, Doctrine;おしえ;おしえ;noun;9;https://www.wanikani.com/vocabulary/%E6%95%99%E3%81%88
3156;仮に;Temporarily, Supposing, For Argument's Sake;かりに;かりに;adverb;9;https://www.wanikani.com/vocabulary/%E4%BB%AE%E3%81%AB
3133;世界;The World, Society, The Universe;せかい;せかい;noun;9;https://www.wanikani.com/vocabulary/%E4%B8%96%E7%95%8C
3082;事;Thing, Matter, Action;こと;こと;noun;9;https://www.wanikani.com/vocabulary/%E4%BA%8B
3107;物;Thing, Object, Item;もの;もの;noun;9;https://www.wanikani.com/vocabulary/%E7%89%A9
3123;今度;This Time, Next Time;こんど;こんど;noun;9;https://www.wanikani.com/vocabulary/%E4%BB%8A%E5%BA%A6
2933;千円札;Thousand Yen Bill, Thousand Yen Note;せんえんさつ;せんえんさつ;noun;9;https://www.wanikani.com/vocabulary/%E5%8D%83%E5%86%86%E6%9C%AD
3475;付く;To Be Attached;つく;つく;intransitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E4%BB%98%E3%81%8F
3429;曲がる;To Be Bent, To Bend, To Curve, To Turn;まがる;まがる;intransitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E6%9B%B2%E3%81%8C%E3%82%8B
3479;欠ける;To Be Lacking, To Not Be Present, To Get Chipped;かける;かける;intransitive verb, ichidan verb;9;https://www.wanikani.com/vocabulary/%E6%AC%A0%E3%81%91%E3%82%8B
4377;表す;To Express;あらわす;あらわす;transitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E8%A1%A8%E3%81%99
3476;見付ける;To Find, To Find Something;みつける;みつける;transitive verb, ichidan verb;9;https://www.wanikani.com/vocabulary/%E8%A6%8B%E4%BB%98%E3%81%91%E3%82%8B
3130;持つ;To Hold, To Carry, To Own, To Keep;もつ;もつ;godan verb;9;https://www.wanikani.com/vocabulary/%E6%8C%81%E3%81%A4
3466;交わる;To Intersect, To Cross, To Mingle;まじわる;まじわる;intransitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E4%BA%A4%E3%82%8F%E3%82%8B
7741;通す;To Let Something Pass, To Put Something Through;とおす;とおす;transitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E9%80%9A%E3%81%99
3142;負ける;To Lose, To Be Defeated;まける;まける;intransitive verb, ichidan verb;9;https://www.wanikani.com/vocabulary/%E8%B2%A0%E3%81%91%E3%82%8B
7478;要る;To Need;いる;いる;intransitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E8%A6%81%E3%82%8B
3807;保つ;To Preserve, To Keep, To Maintain;たもつ;たもつ;transitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E4%BF%9D%E3%81%A4
3091;受ける;To Receive, To Accept, To Catch, To Take Something In;うける;うける;transitive verb, ichidan verb;9;https://www.wanikani.com/vocabulary/%E5%8F%97%E3%81%91%E3%82%8B
3523;返す;To Return, To Return Something;かえす;かえす;transitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E8%BF%94%E3%81%99
3112;乗る;To Ride;のる;のる;intransitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E4%B9%97%E3%82%8B
2816;売る;To Sell;うる;うる;transitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E5%A3%B2%E3%82%8B
3148;送る;To Send;おくる;おくる;transitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E9%80%81%E3%82%8B
3106;泳ぐ;To Swim;およぐ;およぐ;intransitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E6%B3%B3%E3%81%90
4147;試みる;To Try, To Attempt;こころみる;こころみる;transitive verb, ichidan verb;9;https://www.wanikani.com/vocabulary/%E8%A9%A6%E3%81%BF%E3%82%8B
3088;使う;To Use, To Spend;つかう;つかう;transitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E4%BD%BF%E3%81%86
3144;勝つ;To Win;かつ;かつ;intransitive verb, godan verb;9;https://www.wanikani.com/vocabulary/%E5%8B%9D%E3%81%A4
3089;道具;Tool;どうぐ;どうぐ;noun;9;https://www.wanikani.com/vocabulary/%E9%81%93%E5%85%B7
3104;実力;True Strength, True Ability, True Power;じつりょく;じつりょく;noun;9;https://www.wanikani.com/vocabulary/%E5%AE%9F%E5%8A%9B
3102;実;Truth, Reality;じつ;じつ;noun, の adjective;9;https://www.wanikani.com/vocabulary/%E5%AE%9F
3103;事実;Truth, Fact, Reality;じじつ;じじつ;noun;9;https://www.wanikani.com/vocabulary/%E4%BA%8B%E5%AE%9F
8802;使用;Use, Application, Employment;しよう;しよう;noun, する verb;9;https://www.wanikani.com/vocabulary/%E4%BD%BF%E7%94%A8
3478;弱々しい;Weak Looking, Frail, Weak Seeming, Seemingly Weak;よわよわしい;よわよわしい;い adjective;9;https://www.wanikani.com/vocabulary/%E5%BC%B1%E3%80%85%E3%81%97%E3%81%84
3477;弱虫;Weakling, Coward;よわむし;よわむし;noun, な adjective, の adjective;9;https://www.wanikani.com/vocabulary/%E5%BC%B1%E8%99%AB
3145;勝者;Winner, Victor;しょうしゃ;しょうしゃ;noun;9;https://www.wanikani.com/vocabulary/%E5%8B%9D%E8%80%85
3564;心配;A Worry, Concern, Anxiety, Worry;しんぱい;しんぱい;noun, する verb, な adjective;10;https://www.wanikani.com/vocabulary/%E5%BF%83%E9%85%8D
3166;学院;Academy, Institute;がくいん;がくいん;noun;10;https://www.wanikani.com/vocabulary/%E5%AD%A6%E9%99%A2
8743;足し算;Addition;たしざん;たしざん;noun;10;https://www.wanikani.com/vocabulary/%E8%B6%B3%E3%81%97%E7%AE%97
3179;進行;Advance, Progress;しんこう;しんこう;noun, する verb;10;https://www.wanikani.com/vocabulary/%E9%80%B2%E8%A1%8C
3200;農業;Agriculture;のうぎょう;のうぎょう;noun, の adjective;10;https://www.wanikani.com/vocabulary/%E8%BE%B2%E6%A5%AD
3197;路地;Alley, Path, Dirt Road;ろじ;ろじ;noun;10;https://www.wanikani.com/vocabulary/%E8%B7%AF%E5%9C%B0
3206;算数;Arithmetic, Math, Mathematics;さんすう;さんすう;noun, の adjective;10;https://www.wanikani.com/vocabulary/%E7%AE%97%E6%95%B0
2999;助手;Assistant, Helper, Aide;じょしゅ;じょしゅ;noun;10;https://www.wanikani.com/vocabulary/%E5%8A%A9%E6%89%8B
3160;早速;At Once, Immediately, Without Delay, Right Away, Right Now;さっそく;さっそく;adverb;10;https://www.wanikani.com/vocabulary/%E6%97%A9%E9%80%9F
3173;自転車;Bicycle, Bike, Pushbike;じてんしゃ;じてんしゃ;noun;10;https://www.wanikani.com/vocabulary/%E8%87%AA%E8%BB%A2%E8%BB%8A
3110;苦い;Bitter Tasting, Bitter;にがい;にがい;い adjective;10;https://www.wanikani.com/vocabulary/%E8%8B%A6%E3%81%84
7534;千葉;Chiba;ちば;ちば;proper noun;10;https://www.wanikani.com/vocabulary/%E5%8D%83%E8%91%89
