#id;characters;meanings;onyomi;kunyomi;nanori;importantReading;level;url
998;鼻;Nose;ビ;はな;;kunyomi;17;https://www.wanikani.com/kanji/%E9%BC%BB
1008;無;Nothing;ム, ブ;な;;onyomi;17;https://www.wanikani.com/kanji/%E7%84%A1
1011;常;Ordinary, Normal, Usual;ジョウ;つね;;onyomi;17;https://www.wanikani.com/kanji/%E5%B8%B8
995;原;Original, Fundamental, Field;ゲン;はら;;onyomi;17;https://www.wanikani.com/kanji/%E5%8E%9F
1006;栄;Prosper, Flourish;エイ;さか;;onyomi;17;https://www.wanikani.com/kanji/%E6%A0%84
976;喜;Rejoice, Delighted, Pleased;キ;よろこ;;onyomi;17;https://www.wanikani.com/kanji/%E5%96%9C
1024;恋;Romance;レン;こい;;onyomi;17;https://www.wanikani.com/kanji/%E6%81%8B
837;悲;Sad;ヒ;かな;;onyomi;17;https://www.wanikani.com/kanji/%E6%82%B2
1002;塩;Salt;エン;しお;;kunyomi;17;https://www.wanikani.com/kanji/%E5%A1%A9
1003;席;Seat;セキ;;;onyomi;17;https://www.wanikani.com/kanji/%E5%B8%AD
999;側;Side;ソク;がわ, そば;;kunyomi;17;https://www.wanikani.com/kanji/%E5%81%B4
1000;兵;Soldier;ヘイ, ヒョウ;;;onyomi;17;https://www.wanikani.com/kanji/%E5%85%B5
1026;説;Theory;セツ;と;;onyomi;17;https://www.wanikani.com/kanji/%E8%AA%AC
996;細;Thin;サイ;ほそ, こま;;onyomi;17;https://www.wanikani.com/kanji/%E7%B4%B0
1007;梅;Ume, Japanese Plum;バイ;うめ;;kunyomi;17;https://www.wanikani.com/kanji/%E6%A2%85
1017;虚;Void;キョ, コ;むな;;onyomi;17;https://www.wanikani.com/kanji/%E8%99%9A
1023;警;Warn, Admonish;ケイ;;;onyomi;17;https://www.wanikani.com/kanji/%E8%AD%A6
1031;告;Announce;コク;つ;;onyomi;18;https://www.wanikani.com/kanji/%E5%91%8A
1033;達;Attain, Plural;タツ;たち;;onyomi;18;https://www.wanikani.com/kanji/%E9%81%94
1040;焼;Bake, Cook, Burn;ショウ;や;;kunyomi;18;https://www.wanikani.com/kanji/%E7%84%BC
1039;借;Borrow;シャク;か;;onyomi;18;https://www.wanikani.com/kanji/%E5%80%9F
1030;弓;Bow;キュウ;ゆみ;;onyomi;18;https://www.wanikani.com/kanji/%E5%BC%93
1045;脳;Brain;ノウ;;;onyomi;18;https://www.wanikani.com/kanji/%E8%84%B3
8840;飴;Candy;;あめ;;kunyomi;18;https://www.wanikani.com/kanji/%E9%A3%B4
1044;胸;Chest, Breast;キョウ;むね;;kunyomi;18;https://www.wanikani.com/kanji/%E8%83%B8
1055;喫;Consume;キツ;の;;onyomi;18;https://www.wanikani.com/kanji/%E5%96%AB
1037;等;Equal;トウ;ひと, など;;onyomi;18;https://www.wanikani.com/kanji/%E7%AD%89
1051;枚;Flat Objects Counter, Flat Object, Counter For Flat Objects;マイ;;;onyomi;18;https://www.wanikani.com/kanji/%E6%9E%9A
1042;忘;Forget;ボウ;わす;;onyomi;18;https://www.wanikani.com/kanji/%E5%BF%98
1028;訓;Instruction;クン;よ;;onyomi;18;https://www.wanikani.com/kanji/%E8%A8%93
1032;種;Kind, Type;シュ;たね, ぐさ;;onyomi;18;https://www.wanikani.com/kanji/%E7%A8%AE
1035;報;News, Report;ホウ;むく;;onyomi;18;https://www.wanikani.com/kanji/%E5%A0%B1
1053;句;Paragraph;ク;;;onyomi;18;https://www.wanikani.com/kanji/%E5%8F%A5
1050;許;Permit, Allow;キョ;ゆる;;onyomi;18;https://www.wanikani.com/kanji/%E8%A8%B1
1049;可;Possible, Passable;カ;;;onyomi;18;https://www.wanikani.com/kanji/%E5%8F%AF
1036;祈;Pray;キ;いの;;onyomi;18;https://www.wanikani.com/kanji/%E7%A5%88
1046;僧;Priest, Monk;ソウ;;;onyomi;18;https://www.wanikani.com/kanji/%E5%83%A7
1054;禁;Prohibit, Prohibition;キン;;;onyomi;18;https://www.wanikani.com/kanji/%E7%A6%81
1052;静;Quiet;セイ;しず;;onyomi;18;https://www.wanikani.com/kanji/%E9%9D%99
1041;座;Sit, Seat;ザ;すわ;;onyomi;18;https://www.wanikani.com/kanji/%E5%BA%A7
1056;煙;Smoke;エン;けむ, けむり;;onyomi;18;https://www.wanikani.com/kanji/%E7%85%99
1038;汽;Steam;キ;;;onyomi;18;https://www.wanikani.com/kanji/%E6%B1%BD
8839;叩;Strike, Beat;コウ;たた;;onyomi;18;https://www.wanikani.com/kanji/%E5%8F%A9
8838;喉;Throat;コウ;のど;;onyomi;18;https://www.wanikani.com/kanji/%E5%96%89
1034;類;Type, Category, Kind;ルイ;たぐ;;onyomi;18;https://www.wanikani.com/kanji/%E9%A1%9E
1043;洗;Wash;セン;あら;;onyomi;18;https://www.wanikani.com/kanji/%E6%B4%97
1047;禅;Zen, Zen Buddhism;ゼン;;;onyomi;18;https://www.wanikani.com/kanji/%E7%A6%85
1081;得;Acquire;トク;え, う;;onyomi;19;https://www.wanikani.com/kanji/%E5%BE%97
1057;加;Add;カ;くわ;;onyomi;19;https://www.wanikani.com/kanji/%E5%8A%A0
1071;冊;Book Counter, Counter For Books, Counter For Volumes;サツ;;;onyomi;19;https://www.wanikani.com/kanji/%E5%86%8A
1075;履;Boots;リ;は;;onyomi;19;https://www.wanikani.com/kanji/%E5%B1%A5
1074;忙;Busy;ボウ;いそが;;onyomi;19;https://www.wanikani.com/kanji/%E5%BF%99
1068;閥;Clique, Clan;バツ;;;onyomi;19;https://www.wanikani.com/kanji/%E9%96%A5
1062;布;Cloth;フ;ぬの;;onyomi;19;https://www.wanikani.com/kanji/%E5%B8%83
1088;比;Compare;ヒ;くら;;onyomi;19;https://www.wanikani.com/kanji/%E6%AF%94
1069;歴;Continuation;レキ;へ;;onyomi;19;https://www.wanikani.com/kanji/%E6%AD%B4
1083;続;Continue;ゾク;つづ;;onyomi;19;https://www.wanikani.com/kanji/%E7%B6%9A
1059;減;Decrease;ゲン;へ;;onyomi;19;https://www.wanikani.com/kanji/%E6%B8%9B
1067;昆;Descendants;コン;;;onyomi;19;https://www.wanikani.com/kanji/%E6%98%86
1063;易;Easy;イ, エキ;やさ;;onyomi;19;https://www.wanikani.com/kanji/%E6%98%93
1087;絡;Entangle, Coil Around, Entwine;ラク;から;;onyomi;19;https://www.wanikani.com/kanji/%E7%B5%A1
1121;笛;Flute;テキ;ふえ;;onyomi;19;https://www.wanikani.com/kanji/%E7%AC%9B
1061;容;Form, Appearance, Shape, Figure;ヨウ;;;onyomi;19;https://www.wanikani.com/kanji/%E5%AE%B9
1076;団;Group;ダン, トン;;;onyomi;19;https://www.wanikani.com/kanji/%E5%9B%A3
1122;史;History;シ;;;onyomi;19;https://www.wanikani.com/kanji/%E5%8F%B2
1080;徒;Junior, Follower;ト;;;onyomi;19;https://www.wanikani.com/kanji/%E5%BE%92
1073;宙;Midair;チュウ;;;onyomi;19;https://www.wanikani.com/kanji/%E5%AE%99
1078;混;Mix;コン;ま;;onyomi;19;https://www.wanikani.com/kanji/%E6%B7%B7
1085;善;Morally Good, Good;ゼン;;;onyomi;19;https://www.wanikani.com/kanji/%E5%96%84
1060;順;Order, Sequence;ジュン;;;onyomi;19;https://www.wanikani.com/kanji/%E9%A0%86
1072;宇;Outer Space;ウ;;;onyomi;19;https://www.wanikani.com/kanji/%E5%AE%87
1066;詞;Part Of Speech, Speech Particle, Particle Of Speech, Grammar Particle;シ;;;onyomi;19;https://www.wanikani.com/kanji/%E8%A9%9E
1082;改;Renew;カイ;あらた;;onyomi;19;https://www.wanikani.com/kanji/%E6%94%B9
1079;乱;Riot;ラン;みだ;;onyomi;19;https://www.wanikani.com/kanji/%E4%B9%B1
1058;節;Season;セツ;ふし;;onyomi;19;https://www.wanikani.com/kanji/%E7%AF%80
1084;連;Take Along;レン;つ, つら;;onyomi;19;https://www.wanikani.com/kanji/%E9%80%A3
1070;舌;Tongue;ゼツ;した;;kunyomi;19;https://www.wanikani.com/kanji/%E8%88%8C
1077;暴;Violence;ボウ;あば, ばく;;onyomi;19;https://www.wanikani.com/kanji/%E6%9A%B4
1064;財;Wealth;サイ, ザイ;;;onyomi;19;https://www.wanikani.com/kanji/%E8%B2%A1
1065;若;Young;ジャク;わか, も;;kunyomi;19;https://www.wanikani.com/kanji/%E8%8B%A5
1098;裕;Abundant, Plentiful;ユウ;;;onyomi;20;https://www.wanikani.com/kanji/%E8%A3%95
1100;尻;Butt, Buttocks;;しり;;kunyomi;20;https://www.wanikani.com/kanji/%E5%B0%BB
1103;確;Certain;カク;たし;;onyomi;20;https://www.wanikani.com/kanji/%E7%A2%BA
1102;械;Contraption;カイ;かせ;;onyomi;20;https://www.wanikani.com/kanji/%E6%A2%B0
1115;犯;Crime;ハン;おか;;onyomi;20;https://www.wanikani.com/kanji/%E7%8A%AF
1093;害;Damage, Injury, Harm;ガイ;;;onyomi;20;https://www.wanikani.com/kanji/%E5%AE%B3
1114;議;Deliberation, Discussion;ギ;;;onyomi;20;https://www.wanikani.com/kanji/%E8%AD%B0
1095;難;Difficult;ナン;むずか;;onyomi;20;https://www.wanikani.com/kanji/%E9%9B%A3
1089;災;Disaster;サイ;わざわ;;onyomi;20;https://www.wanikani.com/kanji/%E7%81%BD
1104;嫌;Dislike;ケン, ゲン;いや, きら;;onyomi;20;https://www.wanikani.com/kanji/%E5%AB%8C
1086;困;Distressed, Troubled;コン;こま;;onyomi;20;https://www.wanikani.com/kanji/%E5%9B%B0
1108;夢;Dream;ム;ゆめ;;onyomi;20;https://www.wanikani.com/kanji/%E5%A4%A2
1099;震;Earthquake, Quake, Shake;シン;ふる;;onyomi;20;https://www.wanikani.com/kanji/%E9%9C%87
1107;在;Exist;ザイ;;;onyomi;20;https://www.wanikani.com/kanji/%E5%9C%A8
1092;飛;Fly;ヒ;と;;onyomi;20;https://www.wanikani.com/kanji/%E9%A3%9B
1109;産;Give Birth, Birth;サン;う;;onyomi;20;https://www.wanikani.com/kanji/%E7%94%A3
1116;罪;Guilt;ザイ;つみ;;onyomi;20;https://www.wanikani.com/kanji/%E7%BD%AA
1118;穴;Hole, Cave;ケツ;あな;;kunyomi;20;https://www.wanikani.com/kanji/%E7%A9%B4
1097;被;Incur;ヒ;かぶ;;onyomi;20;https://www.wanikani.com/kanji/%E8%A2%AB
1105;個;Individual;コ;;;onyomi;20;https://www.wanikani.com/kanji/%E5%80%8B
1090;機;Machine;キ;はた;;onyomi;20;https://www.wanikani.com/kanji/%E6%A9%9F
1096;妨;Obstruct, Impede;ボウ;さまた;;onyomi;20;https://www.wanikani.com/kanji/%E5%A6%A8
1110;倒;Overthrow, Collapse;トウ;たお;;onyomi;20;https://www.wanikani.com/kanji/%E5%80%92
1120;経;Passage of Time, Pass Through, Manage;ケイ;た, へ;;onyomi;20;https://www.wanikani.com/kanji/%E7%B5%8C
1091;率;Percent, Percentage;リツ, ソツ;ひき;;onyomi;20;https://www.wanikani.com/kanji/%E7%8E%87
1106;圧;Pressure;アツ;;;onyomi;20;https://www.wanikani.com/kanji/%E5%9C%A7
1117;防;Prevent, Prevention;ボウ;ふせ;;onyomi;20;https://www.wanikani.com/kanji/%E9%98%B2
1111;臭;Stinking, Stinky, Smelly;シュウ;くさ;;kunyomi;20;https://www.wanikani.com/kanji/%E8%87%AD
1094;余;Surplus, Excess;ヨ;あま;;onyomi;20;https://www.wanikani.com/kanji/%E4%BD%99
1101;尾;Tail;ビ;お, ぽ;;onyomi;20;https://www.wanikani.com/kanji/%E5%B0%BE
1119;論;Theory;ロン;;;onyomi;20;https://www.wanikani.com/kanji/%E8%AB%96
1112;厚;Thick;コウ;あつ;;kunyomi;20;https://www.wanikani.com/kanji/%E5%8E%9A
1113;妻;Wife;サイ;つま;;onyomi;20;https://www.wanikani.com/kanji/%E5%A6%BB
1146;責;Blame;セキ;せ;;onyomi;21;https://www.wanikani.com/kanji/%E8%B2%AC
1145;条;Clause;ジョウ;;;onyomi;21;https://www.wanikani.com/kanji/%E6%9D%A1
1124;済;Come To An End;サイ;す;;onyomi;21;https://www.wanikani.com/kanji/%E6%B8%88
1125;委;Committee;イ;;;onyomi;21;https://www.wanikani.com/kanji/%E5%A7%94
1147;省;Conserve;ショウ, セイ;はぶ;;onyomi;21;https://www.wanikani.com/kanji/%E7%9C%81
1128;制;Control, System;セイ;;;onyomi;21;https://www.wanikani.com/kanji/%E5%88%B6
1141;批;Criticism;ヒ;;;onyomi;21;https://www.wanikani.com/kanji/%E6%89%B9
1139;断;Cut Off;ダン;ことわ, た;;onyomi;21;https://www.wanikani.com/kanji/%E6%96%AD
1142;任;Duty;ニン;まか;;onyomi;21;https://www.wanikani.com/kanji/%E4%BB%BB
1138;素;Element;ソ, ス;;;onyomi;21;https://www.wanikani.com/kanji/%E7%B4%A0
1123;敵;Enemy;テキ;かな, かたき;;onyomi;21;https://www.wanikani.com/kanji/%E6%95%B5
8880;羨;Envy, Jealousy;セン;うらや;;onyomi;21;https://www.wanikani.com/kanji/%E7%BE%A8
1132;設;Establish;セツ;もう;;onyomi;21;https://www.wanikani.com/kanji/%E8%A8%AD
1140;評;Evaluate;ヒョウ;;;onyomi;21;https://www.wanikani.com/kanji/%E8%A9%95
1143;検;Examine;ケン;;;onyomi;21;https://www.wanikani.com/kanji/%E6%A4%9C
1137;岡;Hill;;おか;;kunyomi;21;https://www.wanikani.com/kanji/%E5%B2%A1
1148;増;Increase;ゾウ;ふ, ま;;onyomi;21;https://www.wanikani.com/kanji/%E5%A2%97
1130;査;Inspect, Investigate, Inspection, Investigation;サ;;;onyomi;21;https://www.wanikani.com/kanji/%E6%9F%BB
1127;判;Judge;ハン;;;onyomi;21;https://www.wanikani.com/kanji/%E5%88%A4
1144;審;Judge;シン;;;onyomi;21;https://www.wanikani.com/kanji/%E5%AF%A9
1135;件;Matter, Affair;ケン;;;onyomi;21;https://www.wanikani.com/kanji/%E4%BB%B6
1151;際;Occasion;サイ;きわ;;onyomi;21;https://www.wanikani.com/kanji/%E9%9A%9B
1153;企;Plan;キ;くわだ;;onyomi;21;https://www.wanikani.com/kanji/%E4%BC%81
1126;挙;Raise;キョ;あ;;onyomi;21;https://www.wanikani.com/kanji/%E6%8C%99
1152;認;Recognize;ニン;みと;;onyomi;21;https://www.wanikani.com/kanji/%E8%AA%8D
1133;資;Resources;シ;;;onyomi;21;https://www.wanikani.com/kanji/%E8%B3%87
1154;義;Righteousness;ギ;;;onyomi;21;https://www.wanikani.com/kanji/%E7%BE%A9
1134;権;Rights;ケン;;;onyomi;21;https://www.wanikani.com/kanji/%E6%A8%A9
1136;派;Sect;ハ;;;onyomi;21;https://www.wanikani.com/kanji/%E6%B4%BE
1129;務;Task;ム;つと;;onyomi;21;https://www.wanikani.com/kanji/%E5%8B%99
1149;税;Tax;ゼイ;;;onyomi;21;https://www.wanikani.com/kanji/%E7%A8%8E
1150;解;Untie, Solve;カイ;と;;onyomi;21;https://www.wanikani.com/kanji/%E8%A7%A3
1131;総;Whole;ソウ;;;onyomi;21;https://www.wanikani.com/kanji/%E7%B7%8F
1182;援;Aid, Assist;エン;;;onyomi;22;https://www.wanikani.com/kanji/%E6%8F%B4
1184;態;Appearance;タイ;わざ;;onyomi;22;https://www.wanikani.com/kanji/%E6%85%8B
1156;誕;Birth;タン;;;onyomi;22;https://www.wanikani.com/kanji/%E8%AA%95
1183;状;Condition;ジョウ;;;onyomi;22;https://www.wanikani.com/kanji/%E7%8A%B6
1185;賀;Congratulations;ガ;;;onyomi;22;https://www.wanikani.com/kanji/%E8%B3%80
1162;各;Each;カク;おの;;onyomi;22;https://www.wanikani.com/kanji/%E5%90%84
1165;費;Expense, Cost;ヒ;つい;;onyomi;22;https://www.wanikani.com/kanji/%E8%B2%BB
1179;姿;Figure, Shape, Form;シ;すがた;;onyomi;22;https://www.wanikani.com/kanji/%E5%A7%BF
1167;勢;Force;セイ, セ;いきお;;onyomi;22;https://www.wanikani.com/kanji/%E5%8B%A2
8859;諦;Give Up, Abandon;テイ;あきら;;onyomi;22;https://www.wanikani.com/kanji/%E8%AB%A6
1169;示;Indicate, Show;ジ, シ;しめ;;onyomi;22;https://www.wanikani.com/kanji/%E7%A4%BA
1160;寝;Lie Down, Lay Down, Sleep;シン;ね;;kunyomi;22;https://www.wanikani.com/kanji/%E5%AF%9D
1168;営;Manage;エイ;いとな;;onyomi;22;https://www.wanikani.com/kanji/%E5%96%B6
1159;坊;Monk;ボウ;;;onyomi;22;https://www.wanikani.com/kanji/%E5%9D%8A
1155;罰;Penalty, Punishment;バツ;ばっ;;onyomi;22;https://www.wanikani.com/kanji/%E7%BD%B0
1163;案;Plan;アン;;;onyomi;22;https://www.wanikani.com/kanji/%E6%A1%88
1172;策;Plan;サク;;;onyomi;22;https://www.wanikani.com/kanji/%E7%AD%96
1181;提;Present, Submit;テイ;;;onyomi;22;https://www.wanikani.com/kanji/%E6%8F%90
1164;置;Put;チ;お;;onyomi;22;https://www.wanikani.com/kanji/%E7%BD%AE
1178;域;Region, Boundary;イキ;;;onyomi;22;https://www.wanikani.com/kanji/%E5%9F%9F
1180;応;Respond;オウ;;;onyomi;22;https://www.wanikani.com/kanji/%E5%BF%9C
1161;宮;Shinto Shrine, Shrine, Palace;キュウ;みや;;kunyomi;22;https://www.wanikani.com/kanji/%E5%AE%AE
8885;袖;Sleeve;シュウ;そで;;onyomi;22;https://www.wanikani.com/kanji/%E8%A2%96
1177;吸;Suck, Inhale;キュウ;す;;onyomi;22;https://www.wanikani.com/kanji/%E5%90%B8
1158;過;Surpass;カ;す, あやま;;onyomi;22;https://www.wanikani.com/kanji/%E9%81%8E
1171;領;Territory;リョウ;;;onyomi;22;https://www.wanikani.com/kanji/%E9%A0%98
1157;脱;Undress;ダツ;ぬ;;onyomi;22;https://www.wanikani.com/kanji/%E8%84%B1
1170;統;Unite;トウ;す;;onyomi;22;https://www.wanikani.com/kanji/%E7%B5%B1
1166;価;Value;カ;あたい;;onyomi;22;https://www.wanikani.com/kanji/%E4%BE%A1
1176;値;Value, Price;チ;ね, あたい;;onyomi;22;https://www.wanikani.com/kanji/%E5%80%A4
1174;副;Vice, Side;フク;;;onyomi;22;https://www.wanikani.com/kanji/%E5%89%AF
1175;観;View;カン;み;;onyomi;22;https://www.wanikani.com/kanji/%E8%A6%B3
1173;藤;Wisteria;トウ, ドウ;ふじ;;kunyomi;22;https://www.wanikani.com/kanji/%E8%97%A4
1213;呼;Call;コ;よ;;kunyomi;23;https://www.wanikani.com/kanji/%E5%91%BC
1195;崎;Cape;キ;さき;;kunyomi;23;https://www.wanikani.com/kanji/%E5%B4%8E
1210;施;Carry Out;シ;ほどこ;;onyomi;23;https://www.wanikani.com/kanji/%E6%96%BD
1214;城;Castle;ジョウ;しろ;;kunyomi;23;https://www.wanikani.com/kanji/%E5%9F%8E
1192;護;Defend;ゴ;;;onyomi;23;https://www.wanikani.com/kanji/%E8%AD%B7
1190;鬼;Demon;キ;おに;;onyomi;23;https://www.wanikani.com/kanji/%E9%AC%BC
1193;割;Divide;カツ;わり, わ;;kunyomi;23;https://www.wanikani.com/kanji/%E5%89%B2
1189;職;Employment;ショク;;;onyomi;23;https://www.wanikani.com/kanji/%E8%81%B7
1216;秀;Excel;シュウ;ひい;;onyomi;23;https://www.wanikani.com/kanji/%E7%A7%80
1215;俳;Haiku;ハイ;;;onyomi;23;https://www.wanikani.com/kanji/%E4%BF%B3
1187;停;Halt;テイ;;;onyomi;23;https://www.wanikani.com/kanji/%E5%81%9C
1207;宅;House, Home;タク;;;onyomi;23;https://www.wanikani.com/kanji/%E5%AE%85
1194;裁;Judge;サイ;さば, た;;onyomi;23;https://www.wanikani.com/kanji/%E8%A3%81
1197;律;Law;リツ;;;onyomi;23;https://www.wanikani.com/kanji/%E5%BE%8B
1203;導;Lead;ドウ;みちび;;onyomi;23;https://www.wanikani.com/kanji/%E5%B0%8E
1188;革;Leather;カク;かわ;;onyomi;23;https://www.wanikani.com/kanji/%E9%9D%A9
1209;贅;Luxury;ゼイ;いぼ;;onyomi;23;https://www.wanikani.com/kanji/%E8%B4%85
1212;乳;Milk;ニュウ;ちち;;onyomi;23;https://www.wanikani.com/kanji/%E4%B9%B3
1186;収;Obtain;シュウ;おさ;;onyomi;23;https://www.wanikani.com/kanji/%E5%8F%8E
1196;演;Perform, Performance;エン;;;onyomi;23;https://www.wanikani.com/kanji/%E6%BC%94
1211;現;Present Time, Present;ゲン;あらわ;;onyomi;23;https://www.wanikani.com/kanji/%E7%8F%BE
1202;備;Provide, Equip;ビ;そな;;onyomi;23;https://www.wanikani.com/kanji/%E5%82%99
1201;則;Rule;ソク;のっと;;onyomi;23;https://www.wanikani.com/kanji/%E5%89%87
1191;規;Standard;キ;;;onyomi;23;https://www.wanikani.com/kanji/%E8%A6%8F
1200;準;Standard;ジュン;;;onyomi;23;https://www.wanikani.com/kanji/%E6%BA%96
1205;張;Stretch;チョウ;は;;onyomi;23;https://www.wanikani.com/kanji/%E5%BC%B5
1206;優;Superior, Gentle;ユウ;やさ, すぐ;;onyomi;23;https://www.wanikani.com/kanji/%E5%84%AA
1208;沢;Swamp;タク;さわ;;onyomi;23;https://www.wanikani.com/kanji/%E6%B2%A2
1198;師;Teacher, Expert, Master;シ;;;onyomi;23;https://www.wanikani.com/kanji/%E5%B8%AB
1204;幹;Tree Trunk;カン;みき;;onyomi;23;https://www.wanikani.com/kanji/%E5%B9%B9
1199;看;Watch Over;カン;;;onyomi;23;https://www.wanikani.com/kanji/%E7%9C%8B
1233;庁;Agency, Government Office;チョウ;;;onyomi;24;https://www.wanikani.com/kanji/%E5%BA%81
1218;額;Amount, Framed Picture, Forehead;ガク;ひたい;;onyomi;24;https://www.wanikani.com/kanji/%E9%A1%8D
1227;腕;Arm;ワン;うで;;kunyomi;24;https://www.wanikani.com/kanji/%E8%85%95
1239;境;Boundary;キョウ;さかい;;onyomi;24;https://www.wanikani.com/kanji/%E5%A2%83
1222;燃;Burn;ネン;も;;onyomi;24;https://www.wanikani.com/kanji/%E7%87%83
1217;担;Carry, Bear;タン;にな, かつ;;onyomi;24;https://www.wanikani.com/kanji/%E6%8B%85
1223;祝;Celebrate;シュク, シュウ;いわ;;onyomi;24;https://www.wanikani.com/kanji/%E7%A5%9D
1224;届;Deliver;;とど;;kunyomi;24;https://www.wanikani.com/kanji/%E5%B1%8A
1220;違;Different;イ;ちが;;kunyomi;24;https://www.wanikani.com/kanji/%E9%81%95
1235;差;Distinction;サ;さ;;onyomi;24;https://www.wanikani.com/kanji/%E5%B7%AE
1237;象;Elephant, Phenomenon;ゾウ, ショウ;;;onyomi;24;https://www.wanikani.com/kanji/%E8%B1%A1
1245;展;Expand;テン;のぶ, のび;;onyomi;24;https://www.wanikani.com/kanji/%E5%B1%95
1231;層;Layer;ソウ;;;onyomi;24;https://www.wanikani.com/kanji/%E5%B1%A4
1234;視;Look At;シ;み;;onyomi;24;https://www.wanikani.com/kanji/%E8%A6%96
1240;環;Loop;カン;;;onyomi;24;https://www.wanikani.com/kanji/%E7%92%B0
1219;製;Manufacture;セイ;;;onyomi;24;https://www.wanikani.com/kanji/%E8%A3%BD
1243;述;Mention;ジュツ;の;;onyomi;24;https://www.wanikani.com/kanji/%E8%BF%B0
1241;武;Military;ブ, ム;たけ;;onyomi;24;https://www.wanikani.com/kanji/%E6%AD%A6
1232;型;Model, Type;ケイ;かた;;onyomi;24;https://www.wanikani.com/kanji/%E5%9E%8B
1225;狭;Narrow;キョウ;せま, せば;;kunyomi;24;https://www.wanikani.com/kanji/%E7%8B%AD
1236;管;Pipe;カン;くだ;;onyomi;24;https://www.wanikani.com/kanji/%E7%AE%A1
1230;載;Publish;サイ;の;;onyomi;24;https://www.wanikani.com/kanji/%E8%BC%89
1242;質;Quality;シツ, シチ;;;onyomi;24;https://www.wanikani.com/kanji/%E8%B3%AA
1238;量;Quantity, Amount;リョウ;はか;;onyomi;24;https://www.wanikani.com/kanji/%E9%87%8F
1246;販;Sell;ハン;;;onyomi;24;https://www.wanikani.com/kanji/%E8%B2%A9
1244;供;Servant, Companion;キョウ;とも, そな;;onyomi;24;https://www.wanikani.com/kanji/%E4%BE%9B
1226;肩;Shoulder;ケン;かた;;kunyomi;24;https://www.wanikani.com/kanji/%E8%82%A9
1247;株;Stocks, Shares;シュ;かぶ;;kunyomi;24;https://www.wanikani.com/kanji/%E6%A0%AA
1229;触;Touch;ショク;さわ, ふ;;onyomi;24;https://www.wanikani.com/kanji/%E8%A7%A6
1221;輸;Transport;ユ;;;onyomi;24;https://www.wanikani.com/kanji/%E8%BC%B8
1228;腰;Waist;ヨウ;こし;;kunyomi;24;https://www.wanikani.com/kanji/%E8%85%B0
1269;慣;Accustomed;カン;な;;onyomi;25;https://www.wanikani.com/kanji/%E6%85%A3
1280;居;Alive;キョ;い;;onyomi;25;https://www.wanikani.com/kanji/%E5%B1%85
1260;逮;Apprehend;タイ;;;onyomi;25;https://www.wanikani.com/kanji/%E9%80%AE
1255;票;Ballot;ヒョウ;;;onyomi;25;https://www.wanikani.com/kanji/%E7%A5%A8
1268;属;Belong;ゾク;;;onyomi;25;https://www.wanikani.com/kanji/%E5%B1%9E
1265;捕;Catch;ホ;つか, とら;;onyomi;25;https://www.wanikani.com/kanji/%E6%8D%95
8860;捉;Catch;ソク;とら;;kunyomi;25;https://www.wanikani.com/kanji/%E6%8D%89
1262;候;Climate, Weather, Candidate;コウ;;;onyomi;25;https://www.wanikani.com/kanji/%E5%80%99
1276;輩;Comrade;ハイ;;;onyomi;25;https://www.wanikani.com/kanji/%E8%BC%A9
1252;況;Condition;キョウ;;;onyomi;25;https://www.wanikani.com/kanji/%E6%B3%81
1254;響;Echo, Reverberation, Resound;キョウ;ひび;;onyomi;25;https://www.wanikani.com/kanji/%E9%9F%BF
1267;効;Effective;コウ;き;;onyomi;25;https://www.wanikani.com/kanji/%E5%8A%B9
1257;抜;Extract;バツ, ハツ, ハイ;ぬ;;kunyomi;25;https://www.wanikani.com/kanji/%E6%8A%9C
1266;鮮;Fresh;セン;あざ;;onyomi;25;https://www.wanikani.com/kanji/%E9%AE%AE
1271;満;Full;マン;み;;onyomi;25;https://www.wanikani.com/kanji/%E6%BA%80
1249;与;Give;ヨ;あた;;onyomi;25;https://www.wanikani.com/kanji/%E4%B8%8E
1278;掛;Hang;カイ, ケイ;か;;kunyomi;25;https://www.wanikani.com/kanji/%E6%8E%9B
1277;隠;Hide;イン;かく;;onyomi;25;https://www.wanikani.com/kanji/%E9%9A%A0
1264;模;Imitation;モ, ボ;;;onyomi;25;https://www.wanikani.com/kanji/%E6%A8%A1
1250;含;Include;ガン;ふく;;onyomi;25;https://www.wanikani.com/kanji/%E5%90%AB
1259;訟;Lawsuit;ショウ;;;onyomi;25;https://www.wanikani.com/kanji/%E8%A8%9F
1248;限;Limit;ゲン;かぎ;;onyomi;25;https://www.wanikani.com/kanji/%E9%99%90
1272;肥;Obese;ヒ;こ, こえ;;onyomi;25;https://www.wanikani.com/kanji/%E8%82%A5
1270;豊;Plentiful;ホウ;ゆた;;onyomi;25;https://www.wanikani.com/kanji/%E8%B1%8A
1279;替;Replace, Exchange;タイ;か;;kunyomi;25;https://www.wanikani.com/kanji/%E6%9B%BF
1256;景;Scene;ケイ;;;onyomi;25;https://www.wanikani.com/kanji/%E6%99%AF
1273;巻;Scroll;カン;ま;;onyomi;25;https://www.wanikani.com/kanji/%E5%B7%BB
1274;捜;Search;ソウ;さが;;onyomi;25;https://www.wanikani.com/kanji/%E6%8D%9C
1263;構;Set Up, Care;コウ;かま;;onyomi;25;https://www.wanikani.com/kanji/%E6%A7%8B
1251;影;Shadow;エイ;かげ;;onyomi;25;https://www.wanikani.com/kanji/%E5%BD%B1
