#id;characters;meanings;onyomi;kunyomi;nanori;importantReading;level;url
718;物;Thing;ブツ, モツ;もの;;onyomi;9;https://www.wanikani.com/kanji/%E7%89%A9
710;具;Tool;グ;;;onyomi;9;https://www.wanikani.com/kanji/%E5%85%B7
715;実;Truth, Reality;ジツ;み;;onyomi;9;https://www.wanikani.com/kanji/%E5%AE%9F
1029;試;Try, Attempt;シ;こころ, ため;;onyomi;9;https://www.wanikani.com/kanji/%E8%A9%A6
709;使;Use;シ;つか;;onyomi;9;https://www.wanikani.com/kanji/%E4%BD%BF
738;勝;Win, Victory;ショウ;か;;onyomi;9;https://www.wanikani.com/kanji/%E5%8B%9D
728;界;World;カイ;;;onyomi;9;https://www.wanikani.com/kanji/%E7%95%8C
748;進;Advance;シン;すす;;onyomi;10;https://www.wanikani.com/kanji/%E9%80%B2
743;酒;Alcohol;シュ;さけ, さか;;onyomi;10;https://www.wanikani.com/kanji/%E9%85%92
713;始;Begin, Start;シ;はじ;;onyomi;10;https://www.wanikani.com/kanji/%E5%A7%8B
756;業;Business;ギョウ;;;onyomi;10;https://www.wanikani.com/kanji/%E6%A5%AD
762;算;Calculate, Calculation;サン;そろ;;onyomi;10;https://www.wanikani.com/kanji/%E7%AE%97
752;運;Carry, Luck;ウン;はこ;;onyomi;10;https://www.wanikani.com/kanji/%E9%81%8B
757;漢;Chinese, China;カン;;;onyomi;10;https://www.wanikani.com/kanji/%E6%BC%A2
766;鳴;Chirp;メイ;な;;kunyomi;10;https://www.wanikani.com/kanji/%E9%B3%B4
754;集;Collect, Gather;シュウ;あつ;;onyomi;10;https://www.wanikani.com/kanji/%E9%9B%86
742;配;Distribute;ハイ;くば;;onyomi;10;https://www.wanikani.com/kanji/%E9%85%8D
755;飲;Drink;イン;の;;kunyomi;10;https://www.wanikani.com/kanji/%E9%A3%B2
745;終;End, Finish;シュウ;おわ, お;;onyomi;10;https://www.wanikani.com/kanji/%E7%B5%82
772;顔;Face;ガン;かお;;kunyomi;10;https://www.wanikani.com/kanji/%E9%A1%94
749;落;Fall;ラク;お;;onyomi;10;https://www.wanikani.com/kanji/%E8%90%BD
759;農;Farming, Agriculture;ノウ;;;onyomi;10;https://www.wanikani.com/kanji/%E8%BE%B2
741;速;Fast;ソク;はや;;onyomi;10;https://www.wanikani.com/kanji/%E9%80%9F
771;頭;Head;ズ, トウ;あたま;;kunyomi;10;https://www.wanikani.com/kanji/%E9%A0%AD
763;聞;Hear;ブン, モン;き;;onyomi;10;https://www.wanikani.com/kanji/%E8%81%9E
744;院;Institution;イン;;;onyomi;10;https://www.wanikani.com/kanji/%E9%99%A2
769;調;Investigate, Tone;チョウ;しら;;onyomi;10;https://www.wanikani.com/kanji/%E8%AA%BF
760;鉄;Iron;テツ;;;onyomi;10;https://www.wanikani.com/kanji/%E9%89%84
764;語;Language;ゴ;かた;;onyomi;10;https://www.wanikani.com/kanji/%E8%AA%9E
750;葉;Leaf, Leaves;ヨウ;は, ば;;kunyomi;10;https://www.wanikani.com/kanji/%E8%91%89
746;習;Learn;シュウ;なら;;onyomi;10;https://www.wanikani.com/kanji/%E7%BF%92
751;軽;Lightweight, Light, Light Weight;ケイ;かる, かろ;;kunyomi;10;https://www.wanikani.com/kanji/%E8%BB%BD
767;線;Line;セン;;;onyomi;10;https://www.wanikani.com/kanji/%E7%B7%9A
774;最;Most;サイ;もっと;;onyomi;10;https://www.wanikani.com/kanji/%E6%9C%80
753;開;Open;カイ;あ, ひら;;onyomi;10;https://www.wanikani.com/kanji/%E9%96%8B
770;親;Parent;シン;おや, した;;onyomi;10;https://www.wanikani.com/kanji/%E8%A6%AA
765;読;Read;トウ, ドク;よ;;kunyomi;10;https://www.wanikani.com/kanji/%E8%AA%AD
913;求;Request;キュウ;もと;;onyomi;10;https://www.wanikani.com/kanji/%E6%B1%82
747;転;Revolve;テン;ころ;;onyomi;10;https://www.wanikani.com/kanji/%E8%BB%A2
758;路;Road;ロ;じ, みち;;onyomi;10;https://www.wanikani.com/kanji/%E8%B7%AF
773;病;Sick, Sickness, Ill, Illness;ビョウ;や, やまい;;onyomi;10;https://www.wanikani.com/kanji/%E7%97%85
768;横;Side, Horizontal;オウ;よこ;;kunyomi;10;https://www.wanikani.com/kanji/%E6%A8%AA
761;歌;Song, Sing;カ;うた;;onyomi;10;https://www.wanikani.com/kanji/%E6%AD%8C
740;起;Wake Up;キ;お;;kunyomi;10;https://www.wanikani.com/kanji/%E8%B5%B7
806;功;Achievement, Accomplishment;コウ;;;onyomi;11;https://www.wanikani.com/kanji/%E5%8A%9F
780;成;Become;セイ;な;;onyomi;11;https://www.wanikani.com/kanji/%E6%88%90
790;岸;Coast, Shore;ガン;きし;;onyomi;11;https://www.wanikani.com/kanji/%E5%B2%B8
804;競;Compete;キョウ, ケイ;きそ;;onyomi;11;https://www.wanikani.com/kanji/%E7%AB%B6
775;争;Conflict;ソウ;あらそ;;onyomi;11;https://www.wanikani.com/kanji/%E4%BA%89
808;便;Convenience, Convenient;ベン, ビン;たよ;;onyomi;11;https://www.wanikani.com/kanji/%E4%BE%BF
781;老;Elderly;ロウ;;;onyomi;11;https://www.wanikani.com/kanji/%E8%80%81
789;命;Fate;メイ, ミョウ;いのち;;onyomi;11;https://www.wanikani.com/kanji/%E5%91%BD
797;指;Finger;シ;ゆび, さ;;onyomi;11;https://www.wanikani.com/kanji/%E6%8C%87
784;初;First;ショ;はじ, はつ, そ, ぞ;;onyomi;11;https://www.wanikani.com/kanji/%E5%88%9D
812;味;Flavor, Taste;ミ;あじ;;onyomi;11;https://www.wanikani.com/kanji/%E5%91%B3
802;追;Follow, Chase;ツイ;お;;kunyomi;11;https://www.wanikani.com/kanji/%E8%BF%BD
799;神;God;シン;かみ;;onyomi;11;https://www.wanikani.com/kanji/%E7%A5%9E
805;良;Good;リョウ;よ, い;;onyomi;11;https://www.wanikani.com/kanji/%E8%89%AF
811;意;Idea;イ;;;onyomi;11;https://www.wanikani.com/kanji/%E6%84%8F
788;労;Labor;ロウ;いたわ;;onyomi;11;https://www.wanikani.com/kanji/%E5%8A%B4
801;級;Level, Grade, Rank;キュウ;;;onyomi;11;https://www.wanikani.com/kanji/%E7%B4%9A
779;好;Like;コウ;す, この;;onyomi;11;https://www.wanikani.com/kanji/%E5%A5%BD
792;昔;Long Ago, Long Time Ago;;むかし;;kunyomi;11;https://www.wanikani.com/kanji/%E6%98%94
783;低;Low;テイ;ひく;;onyomi;11;https://www.wanikani.com/kanji/%E4%BD%8E
795;育;Nurture, Raise;イク;そだ, はぐく;;onyomi;11;https://www.wanikani.com/kanji/%E8%82%B2
810;令;Orders;レイ;;;onyomi;11;https://www.wanikani.com/kanji/%E4%BB%A4
796;拾;Pick Up;シュウ;ひろ;;kunyomi;11;https://www.wanikani.com/kanji/%E6%8B%BE
794;注;Pour;チュウ;そそ, さ, つ;;onyomi;11;https://www.wanikani.com/kanji/%E6%B3%A8
786;利;Profit, Benefit, Advantage;リ;き;;onyomi;11;https://www.wanikani.com/kanji/%E5%88%A9
782;位;Rank;イ;くらい;;onyomi;11;https://www.wanikani.com/kanji/%E4%BD%8D
776;仲;Relationship;チュウ;なか;;kunyomi;11;https://www.wanikani.com/kanji/%E4%BB%B2
791;放;Release;ホウ;はな, ほう;;onyomi;11;https://www.wanikani.com/kanji/%E6%94%BE
800;秒;Second;ビョウ;;;onyomi;11;https://www.wanikani.com/kanji/%E7%A7%92
785;別;Separate;ベツ;わか;;onyomi;11;https://www.wanikani.com/kanji/%E5%88%A5
807;特;Special;トク;;;onyomi;11;https://www.wanikani.com/kanji/%E7%89%B9
778;共;Together;キョウ;とも;;onyomi;11;https://www.wanikani.com/kanji/%E5%85%B1
787;努;Toil;ド;つと;;onyomi;11;https://www.wanikani.com/kanji/%E5%8A%AA
777;伝;Transmit, Tell;デン;つた, つて;;onyomi;11;https://www.wanikani.com/kanji/%E4%BC%9D
803;戦;War, Battle;セン;たたか;;onyomi;11;https://www.wanikani.com/kanji/%E6%88%A6
793;波;Wave;ハ;なみ;;onyomi;11;https://www.wanikani.com/kanji/%E6%B3%A2
798;洋;Western Style, Ocean;ヨウ;;;onyomi;11;https://www.wanikani.com/kanji/%E6%B4%8B
809;働;Work;ドウ;はたら;;onyomi;11;https://www.wanikani.com/kanji/%E5%83%8D
829;悪;Bad, Evil;アク, オ;わる;;onyomi;12;https://www.wanikani.com/kanji/%E6%82%AA
815;息;Breath;ソク;いき;;onyomi;12;https://www.wanikani.com/kanji/%E6%81%AF
824;章;Chapter;ショウ;;;onyomi;12;https://www.wanikani.com/kanji/%E7%AB%A0
845;登;Climb;トウ, ト;のぼ;;onyomi;12;https://www.wanikani.com/kanji/%E7%99%BB
836;寒;Cold;カン;さむ;;kunyomi;12;https://www.wanikani.com/kanji/%E5%AF%92
831;深;Deep;シン;ふか;;onyomi;12;https://www.wanikani.com/kanji/%E6%B7%B1
820;倍;Double, Times, Multiply;バイ;;;onyomi;12;https://www.wanikani.com/kanji/%E5%80%8D
813;勉;Exertion;ベン;;;onyomi;12;https://www.wanikani.com/kanji/%E5%8B%89
819;消;Extinguish;ショウ;き, け;;onyomi;12;https://www.wanikani.com/kanji/%E6%B6%88
823;祭;Festival;サイ;まつり, まつ;;onyomi;12;https://www.wanikani.com/kanji/%E7%A5%AD
848;野;Field;ヤ;の;;onyomi;12;https://www.wanikani.com/kanji/%E9%87%8E
835;階;Floor, Story, Storey;カイ;;;onyomi;12;https://www.wanikani.com/kanji/%E9%9A%8E
814;庭;Garden;テイ;にわ;;onyomi;12;https://www.wanikani.com/kanji/%E5%BA%AD
843;港;Harbor, Port, Harbour;コウ;みなと;;onyomi;12;https://www.wanikani.com/kanji/%E6%B8%AF
838;暑;Hot, Hot Weather;ショ;あつ;;kunyomi;12;https://www.wanikani.com/kanji/%E6%9A%91
844;湯;Hot Water;トウ;ゆ;;kunyomi;12;https://www.wanikani.com/kanji/%E6%B9%AF
1890;僕;I, Me;ボク;;;onyomi;12;https://www.wanikani.com/kanji/%E5%83%95
822;島;Island;トウ;しま;;kunyomi;12;https://www.wanikani.com/kanji/%E5%B3%B6
833;童;Juvenile;ドウ;;;onyomi;12;https://www.wanikani.com/kanji/%E7%AB%A5
821;員;Member;イン;;;onyomi;12;https://www.wanikani.com/kanji/%E5%93%A1
828;商;Merchandise;ショウ;あきな;;onyomi;12;https://www.wanikani.com/kanji/%E5%95%86
826;都;Metropolis;ト, ツ;みやこ;;onyomi;12;https://www.wanikani.com/kanji/%E9%83%BD
827;動;Move;ドウ;うご;;onyomi;12;https://www.wanikani.com/kanji/%E5%8B%95
825;第;Ordinal Number Prefix, Ordinal Prefix, Number;ダイ;;;onyomi;12;https://www.wanikani.com/kanji/%E7%AC%AC
839;期;Period Of Time, Time Period;キ;;;onyomi;12;https://www.wanikani.com/kanji/%E6%9C%9F
840;植;Plant;ショク;う;;onyomi;12;https://www.wanikani.com/kanji/%E6%A4%8D
817;根;Root;コン;ね;;onyomi;12;https://www.wanikani.com/kanji/%E6%A0%B9
847;短;Short;タン;みじか;;onyomi;12;https://www.wanikani.com/kanji/%E7%9F%AD
832;球;Sphere, Ball;キュウ;たま;;onyomi;12;https://www.wanikani.com/kanji/%E7%90%83
849;泉;Spring, Fountain;セン;いずみ;;onyomi;12;https://www.wanikani.com/kanji/%E6%B3%89
818;流;Stream;リュウ, ル;なが;;onyomi;12;https://www.wanikani.com/kanji/%E6%B5%81
852;合;Suit, Fit, Join;ゴウ, ガッ;あ, あい;;onyomi;12;https://www.wanikani.com/kanji/%E5%90%88
834;陽;Sunshine, Sunlight;ヨウ;ひ;はる;onyomi;12;https://www.wanikani.com/kanji/%E9%99%BD
841;歯;Tooth, Teeth;シ;は;;kunyomi;12;https://www.wanikani.com/kanji/%E6%AD%AF
830;族;Tribe, Family;ゾク;;;onyomi;12;https://www.wanikani.com/kanji/%E6%97%8F
816;旅;Trip, Travel;リョ;たび;;onyomi;12;https://www.wanikani.com/kanji/%E6%97%85
726;待;Wait;タイ;ま;;onyomi;12;https://www.wanikani.com/kanji/%E5%BE%85
842;温;Warm;オン;あたた;;onyomi;12;https://www.wanikani.com/kanji/%E6%B8%A9
846;着;Wear, Arrive;チャク;き, つ;;onyomi;12;https://www.wanikani.com/kanji/%E7%9D%80
895;皆;All, Everyone, Everything, Everybody;カイ;みな, みんな;;kunyomi;13;https://www.wanikani.com/kanji/%E7%9A%86
892;謝;Apologize;シャ;あやま;;onyomi;13;https://www.wanikani.com/kanji/%E8%AC%9D
863;整;Arrange, Organize;セイ;ととの;;onyomi;13;https://www.wanikani.com/kanji/%E6%95%B4
866;橋;Bridge;キョウ;はし;;kunyomi;13;https://www.wanikani.com/kanji/%E6%A9%8B
886;選;Choose;セン;えら;;onyomi;13;https://www.wanikani.com/kanji/%E9%81%B8
861;想;Concept;ソウ;;;onyomi;13;https://www.wanikani.com/kanji/%E6%83%B3
876;器;Container, Vessel;キ;うつわ;;onyomi;13;https://www.wanikani.com/kanji/%E5%99%A8
864;暗;Dark;アン;くら, くれ;;onyomi;13;https://www.wanikani.com/kanji/%E6%9A%97
894;疑;Doubt;ギ;うたが;;onyomi;13;https://www.wanikani.com/kanji/%E7%96%91
878;料;Fee, Material;リョウ;;;onyomi;13;https://www.wanikani.com/kanji/%E6%96%99
862;感;Feeling;カン;;;onyomi;13;https://www.wanikani.com/kanji/%E6%84%9F
891;情;Feeling, Emotion;ジョウ;なさけ;;onyomi;13;https://www.wanikani.com/kanji/%E6%83%85
865;様;Formal Name Title, Formal Name Ender, Manner;ヨウ;さま;;kunyomi;13;https://www.wanikani.com/kanji/%E6%A7%98
889;養;Foster;ヨウ;やしな;;onyomi;13;https://www.wanikani.com/kanji/%E9%A4%8A
868;緑;Green;リョク;みどり;;kunyomi;13;https://www.wanikani.com/kanji/%E7%B7%91
882;熱;Heat, Fever;ネツ;あつ;;onyomi;13;https://www.wanikani.com/kanji/%E7%86%B1
875;億;Hundred Million;オク;;;onyomi;13;https://www.wanikani.com/kanji/%E5%84%84
880;殺;Kill;サツ;ころ;;onyomi;13;https://www.wanikani.com/kanji/%E6%AE%BA
860;宿;Lodge;シュク;やど;;onyomi;13;https://www.wanikani.com/kanji/%E5%AE%BF
867;福;Luck, Fortune;フク;;;onyomi;13;https://www.wanikani.com/kanji/%E7%A6%8F
887;鏡;Mirror;キョウ;かがみ;;kunyomi;13;https://www.wanikani.com/kanji/%E9%8F%A1
881;然;Nature;ゼン, ネン;しか, さ;;onyomi;13;https://www.wanikani.com/kanji/%E7%84%B6
870;詩;Poem;シ;うた;;onyomi;13;https://www.wanikani.com/kanji/%E8%A9%A9
869;練;Practice;レン;ね;;onyomi;13;https://www.wanikani.com/kanji/%E7%B7%B4
884;賞;Prize;ショウ;;;onyomi;13;https://www.wanikani.com/kanji/%E8%B3%9E
859;問;Problem;モン;と, とん;;onyomi;13;https://www.wanikani.com/kanji/%E5%95%8F
873;館;Public Building;カン;;;onyomi;13;https://www.wanikani.com/kanji/%E9%A4%A8
893;映;Reflect, Reflection;エイ;うつ, は;;onyomi;13;https://www.wanikani.com/kanji/%E6%98%A0
888;願;Request;ガン;ねが, ねがい;;onyomi;13;https://www.wanikani.com/kanji/%E9%A1%98
877;士;Samurai;シ;さむらい;;onyomi;13;https://www.wanikani.com/kanji/%E5%A3%AB
883;課;Section;カ;;;onyomi;13;https://www.wanikani.com/kanji/%E8%AA%B2
879;標;Signpost;ヒョウ;しるし;;onyomi;13;https://www.wanikani.com/kanji/%E6%A8%99
871;銀;Silver;ギン;;;onyomi;13;https://www.wanikani.com/kanji/%E9%8A%80
874;駅;Station, Train Station;エキ;;;onyomi;13;https://www.wanikani.com/kanji/%E9%A7%85
890;像;Statue, Image;ゾウ;;;onyomi;13;https://www.wanikani.com/kanji/%E5%83%8F
872;題;Topic;ダイ;;;onyomi;13;https://www.wanikani.com/kanji/%E9%A1%8C
885;輪;Wheel, Ring, Loop;リン;わ;;onyomi;13;https://www.wanikani.com/kanji/%E8%BC%AA
921;能;Ability;ノウ;;;onyomi;14;https://www.wanikani.com/kanji/%E8%83%BD
916;芸;Acting, Art;ゲイ;;;onyomi;14;https://www.wanikani.com/kanji/%E8%8A%B8
922;術;Art;ジュツ;;;onyomi;14;https://www.wanikani.com/kanji/%E8%A1%93
926;雰;Atmosphere;フン;;;onyomi;14;https://www.wanikani.com/kanji/%E9%9B%B0
924;骨;Bone;コツ;ほね;;onyomi;14;https://www.wanikani.com/kanji/%E9%AA%A8
910;束;Bundle;ソク;たば;;onyomi;14;https://www.wanikani.com/kanji/%E6%9D%9F
900;周;Circumference;シュウ;まわ;;onyomi;14;https://www.wanikani.com/kanji/%E5%91%A8
898;協;Cooperation;キョウ;;;onyomi;14;https://www.wanikani.com/kanji/%E5%8D%94
896;例;Example;レイ;たと;;onyomi;14;https://www.wanikani.com/kanji/%E4%BE%8B
907;折;Fold, Bend;セツ;お;;onyomi;14;https://www.wanikani.com/kanji/%E6%8A%98
917;基;Foundation;キ;もと;;onyomi;14;https://www.wanikani.com/kanji/%E5%9F%BA
918;性;Gender, Nature, Sex;セイ, ショウ;;;onyomi;14;https://www.wanikani.com/kanji/%E6%80%A7
925;妥;Gentle;ダ;;;onyomi;14;https://www.wanikani.com/kanji/%E5%A6%A5
897;卒;Graduate;ソツ;;;onyomi;14;https://www.wanikani.com/kanji/%E5%8D%92
902;固;Hard;コ;かた;;onyomi;14;https://www.wanikani.com/kanji/%E5%9B%BA
908;望;Hope;ボウ;のぞ;;onyomi;14;https://www.wanikani.com/kanji/%E6%9C%9B
909;材;Lumber, Material, Timber;ザイ;;;onyomi;14;https://www.wanikani.com/kanji/%E6%9D%90
899;参;Participate;サン, シン;まい;;onyomi;14;https://www.wanikani.com/kanji/%E5%8F%82
904;完;Perfect;カン;;;onyomi;14;https://www.wanikani.com/kanji/%E5%AE%8C
911;松;Pine, Pine Tree;ショウ;まつ;;kunyomi;14;https://www.wanikani.com/kanji/%E6%9D%BE
915;約;Promise;ヤク;;;onyomi;14;https://www.wanikani.com/kanji/%E7%B4%84
912;残;Remainder;ザン;のこ;;onyomi;14;https://www.wanikani.com/kanji/%E6%AE%8B
903;季;Seasons;キ;;;onyomi;14;https://www.wanikani.com/kanji/%E5%AD%A3
919;技;Skill;ギ;わざ;;onyomi;14;https://www.wanikani.com/kanji/%E6%8A%80
920;格;Status;カク;;;onyomi;14;https://www.wanikani.com/kanji/%E6%A0%BC
927;頑;Stubborn;ガン;;;onyomi;14;https://www.wanikani.com/kanji/%E9%A0%91
901;囲;Surround;イ;かこ;;onyomi;14;https://www.wanikani.com/kanji/%E5%9B%B2
914;的;Target, Al, ~Al, Like, ~Like;テキ;まと;;onyomi;14;https://www.wanikani.com/kanji/%E7%9A%84
906;念;Thought;ネン;;;onyomi;14;https://www.wanikani.com/kanji/%E5%BF%B5
905;希;Wish;キ;まれ;;onyomi;14;https://www.wanikani.com/kanji/%E5%B8%8C
952;紀;Account, Narrative;キ;;;onyomi;15;https://www.wanikani.com/kanji/%E7%B4%80
954;軍;Army;グン;;;onyomi;15;https://www.wanikani.com/kanji/%E8%BB%8D
934;秋;Autumn, Fall;;あき;;kunyomi;15;https://www.wanikani.com/kanji/%E7%A7%8B
940;信;Believe, Trust;シン;;;onyomi;15;https://www.wanikani.com/kanji/%E4%BF%A1
929;岩;Boulder;ガン;いわ;;kunyomi;15;https://www.wanikani.com/kanji/%E5%B2%A9
956;仏;Buddha;ブツ;ほとけ;;onyomi;15;https://www.wanikani.com/kanji/%E4%BB%8F
946;建;Build, Construct;ケン;た;;onyomi;15;https://www.wanikani.com/kanji/%E5%BB%BA
959;猫;Cat;;ねこ;;kunyomi;15;https://www.wanikani.com/kanji/%E7%8C%AB
944;変;Change, Strange;ヘン;か;;onyomi;15;https://www.wanikani.com/kanji/%E5%A4%89
933;晴;Clear Up;セイ;は;;kunyomi;15;https://www.wanikani.com/kanji/%E6%99%B4
957;築;Construct, Build;チク;きず;;onyomi;15;https://www.wanikani.com/kanji/%E7%AF%89
941;勇;Courage, Bravery, Valor, Valour;ユウ;いさ;;onyomi;15;https://www.wanikani.com/kanji/%E5%8B%87
950;泣;Cry;キュウ;な;;kunyomi;15;https://www.wanikani.com/kanji/%E6%B3%A3
943;司;Director;シ;つかさど;;onyomi;15;https://www.wanikani.com/kanji/%E5%8F%B8
937;区;District, Ward;ク;;;onyomi;15;https://www.wanikani.com/kanji/%E5%8C%BA
953;英;England, English;エイ;;;onyomi;15;https://www.wanikani.com/kanji/%E8%8B%B1
2083;丈;Height, Ten Feet;ジョウ;たけ;;onyomi;15;https://www.wanikani.com/kanji/%E4%B8%88
945;夫;Husband;フウ, フ;おっと;;onyomi;15;https://www.wanikani.com/kanji/%E5%A4%AB
955;飯;Meal, Food;ハン;めし;;onyomi;15;https://www.wanikani.com/kanji/%E9%A3%AF
935;計;Measure, Measurement;ケイ;はか;;onyomi;15;https://www.wanikani.com/kanji/%E8%A8%88
949;法;Method, Law;ホウ;;;onyomi;15;https://www.wanikani.com/kanji/%E6%B3%95
958;晩;Night, Evening;バン;;;onyomi;15;https://www.wanikani.com/kanji/%E6%99%A9
932;昼;Noon;チュウ;ひる;;kunyomi;15;https://www.wanikani.com/kanji/%E6%98%BC
948;毒;Poison;ドク;;;onyomi;15;https://www.wanikani.com/kanji/%E6%AF%92
947;昨;Previous, Yesterday;サク;;;onyomi;15;https://www.wanikani.com/kanji/%E6%98%A8
930;帰;Return, Return Home;キ;かえ;;kunyomi;15;https://www.wanikani.com/kanji/%E5%B8%B0
939;式;Ritual, Ceremony, Equation;シキ;;;onyomi;15;https://www.wanikani.com/kanji/%E5%BC%8F
936;列;Row;レツ;;;onyomi;15;https://www.wanikani.com/kanji/%E5%88%97
951;浅;Shallow;セン;あさ;;kunyomi;15;https://www.wanikani.com/kanji/%E6%B5%85
942;単;Simple;タン;;;onyomi;15;https://www.wanikani.com/kanji/%E5%8D%98
938;坂;Slope;ハン;さか;;kunyomi;15;https://www.wanikani.com/kanji/%E5%9D%82
931;春;Spring;シュン;はる;;kunyomi;15;https://www.wanikani.com/kanji/%E6%98%A5
928;寺;Temple;ジ;てら;;kunyomi;15;https://www.wanikani.com/kanji/%E5%AF%BA
979;浴;Bathe;ヨク;あ;;onyomi;16;https://www.wanikani.com/kanji/%E6%B5%B4
972;箱;Box;;はこ;;kunyomi;16;https://www.wanikani.com/kanji/%E7%AE%B1
965;係;Connection;ケイ;かか, かかり;;onyomi;16;https://www.wanikani.com/kanji/%E4%BF%82
978;治;Cure, Heal, Reign, Rule;ジ, チ;なお;;onyomi;16;https://www.wanikani.com/kanji/%E6%B2%BB
989;危;Dangerous;キ;あぶ, あや;;onyomi;16;https://www.wanikani.com/kanji/%E5%8D%B1
992;冒;Dare;ボウ;おか;;onyomi;16;https://www.wanikani.com/kanji/%E5%86%92
986;留;Detain;ル, リュウ;と;;onyomi;16;https://www.wanikani.com/kanji/%E7%95%99
984;弁;Dialect, Speech;ベン;;;onyomi;16;https://www.wanikani.com/kanji/%E5%BC%81
987;証;Evidence, Proof;ショウ;あかし;;onyomi;16;https://www.wanikani.com/kanji/%E8%A8%BC
990;存;Exist, Suppose;ソン, ゾン;;;onyomi;16;https://www.wanikani.com/kanji/%E5%AD%98
974;面;Face, Surface;メン;おも, おもて;;onyomi;16;https://www.wanikani.com/kanji/%E9%9D%A2
963;遠;Far;エン;とお;;onyomi;16;https://www.wanikani.com/kanji/%E9%81%A0
960;園;Garden, Park;エン;その;;onyomi;16;https://www.wanikani.com/kanji/%E5%9C%92
964;門;Gates, Gate;モン;;;onyomi;16;https://www.wanikani.com/kanji/%E9%96%80
977;府;Government;フ;;;onyomi;16;https://www.wanikani.com/kanji/%E5%BA%9C
969;幸;Happiness;コウ;しあわ, さいわ, さち;;onyomi;16;https://www.wanikani.com/kanji/%E5%B9%B8
994;阪;Heights, Slope;ハン;さか;;onyomi;16;https://www.wanikani.com/kanji/%E9%98%AA
970;急;Hurry;キュウ;いそ;;onyomi;16;https://www.wanikani.com/kanji/%E6%80%A5
980;笑;Laugh;ショウ;わら, え;;kunyomi;16;https://www.wanikani.com/kanji/%E7%AC%91
973;荷;Luggage;カ;に;;kunyomi;16;https://www.wanikani.com/kanji/%E8%8D%B7
985;政;Politics, Government;セイ;;;onyomi;16;https://www.wanikani.com/kanji/%E6%94%BF
967;品;Product, Article, Goods, Products;ヒン;しな;;onyomi;16;https://www.wanikani.com/kanji/%E5%93%81
968;守;Protect;ス, シュ;まも, もり;;onyomi;16;https://www.wanikani.com/kanji/%E5%AE%88
981;辞;Quit, Word;ジ;や;;onyomi;16;https://www.wanikani.com/kanji/%E8%BE%9E
971;真;Reality;シン;ま;;onyomi;16;https://www.wanikani.com/kanji/%E7%9C%9F
982;関;Related, Connected;カン;かか, せき;;onyomi;16;https://www.wanikani.com/kanji/%E9%96%A2
988;険;Risky, Steep;ケン;けわ;;onyomi;16;https://www.wanikani.com/kanji/%E9%99%BA
975;典;Rule;テン;;;onyomi;16;https://www.wanikani.com/kanji/%E5%85%B8
991;専;Specialty;セン;もっぱ;;onyomi;16;https://www.wanikani.com/kanji/%E5%B0%82
993;冗;Superfluous, Unnecessary, Uselessness;ジョウ;;;onyomi;16;https://www.wanikani.com/kanji/%E5%86%97
966;取;Take;シュ;と;;onyomi;16;https://www.wanikani.com/kanji/%E5%8F%96
961;曜;Weekday, Day Of The Week;ヨウ;;;onyomi;16;https://www.wanikani.com/kanji/%E6%9B%9C
962;書;Write, Writing;ショ;か;;onyomi;16;https://www.wanikani.com/kanji/%E6%9B%B8
1015;是;Absolutely;ゼ;;;onyomi;17;https://www.wanikani.com/kanji/%E6%98%AF
1009;結;Bind, Tie;ケツ;むす, ゆ;;onyomi;17;https://www.wanikani.com/kanji/%E7%B5%90
1020;底;Bottom;テイ;そこ;;kunyomi;17;https://www.wanikani.com/kanji/%E5%BA%95
1010;因;Cause;イン;よ;;onyomi;17;https://www.wanikani.com/kanji/%E5%9B%A0
1412;詳;Detailed;ショウ;くわ;;onyomi;17;https://www.wanikani.com/kanji/%E8%A9%B3
1012;識;Discerning, Discriminating, Know;シキ;;;onyomi;17;https://www.wanikani.com/kanji/%E8%AD%98
1569;劇;Drama;ゲキ;;;onyomi;17;https://www.wanikani.com/kanji/%E5%8A%87
1014;干;Dry;カン;ほ, ひ;;onyomi;17;https://www.wanikani.com/kanji/%E5%B9%B2
1004;敗;Failure, Fail;ハイ;やぶ;;onyomi;17;https://www.wanikani.com/kanji/%E6%95%97
1016;渉;Ford;ショウ;わた;;onyomi;17;https://www.wanikani.com/kanji/%E6%B8%89
1005;果;Fruit;カ;くだ, は;;onyomi;17;https://www.wanikani.com/kanji/%E6%9E%9C
1018;官;Government;カン;;;onyomi;17;https://www.wanikani.com/kanji/%E5%AE%98
1022;署;Government Office, Political Office, Office;ショ;;;onyomi;17;https://www.wanikani.com/kanji/%E7%BD%B2
1019;察;Guess;サツ;;;onyomi;17;https://www.wanikani.com/kanji/%E5%AF%9F
1001;堂;Hall, Public Chamber;ドウ;;;onyomi;17;https://www.wanikani.com/kanji/%E5%A0%82
1027;幻;Illusion;ゲン;まぼろし;;onyomi;17;https://www.wanikani.com/kanji/%E5%B9%BB
1013;非;Injustice, Negative, Mistake;ヒ;;;onyomi;17;https://www.wanikani.com/kanji/%E9%9D%9E
1021;愛;Love;アイ;まな;;onyomi;17;https://www.wanikani.com/kanji/%E6%84%9B
997;薬;Medicine, Drug, Drugs;ヤク;くすり;;onyomi;17;https://www.wanikani.com/kanji/%E8%96%AC
1025;覚;Memorize, Awake;カク;おぼ, さ;;onyomi;17;https://www.wanikani.com/kanji/%E8%A6%9A
